protein_a,protein_b,string_id_a,string_id_b,combined_score,nscore,fscore,pscore,ascore,escore,dscore,tscore
INSR,PRKCG,9606.ENSP00000303830,9606.ENSP00000263431,0.41,0.0,0.0,0.0,0.0,0.05,0.0,0.405
AHCYL1,CSF2,9606.ENSP00000358814,9606.ENSP00000296871,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.411
CYBB,GSK3B,9606.ENSP00000367851,9606.ENSP00000324806,0.41,0.0,0.0,0.0,0.047,0.063,0.0,0.392
GSR,HSP90AA1,9606.ENSP00000221130,9606.ENSP00000335153,0.41,0.056,0.0,0.0,0.103,0.0,0.0,0.359
GSR,PPARG,9606.ENSP00000221130,9606.ENSP00000287820,0.41,0.0,0.0,0.0,0.05,0.047,0.0,0.401
HIF1AN,PTEN,9606.ENSP00000299163,9606.ENSP00000361021,0.41,0.0,0.0,0.0,0.042,0.0,0.0,0.41
ITGB3,PLA2G4A,9606.ENSP00000452786,9606.ENSP00000356436,0.41,0.0,0.0,0.0,0.086,0.301,0.0,0.149
CDK1,EIF4EBP1,9606.ENSP00000378699,9606.ENSP00000340691,0.41,0.0,0.0,0.0,0.109,0.0,0.0,0.366
ACACB,ELOVL4,9606.ENSP00000341044,9606.ENSP00000358831,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.41
ACAA2,DGAT1,9606.ENSP00000285093,9606.ENSP00000482264,0.41,0.0,0.0,0.0,0.074,0.0,0.0,0.389
ACACB,BRCA1,9606.ENSP00000341044,9606.ENSP00000418960,0.41,0.0,0.0,0.0,0.0,0.051,0.0,0.404
BCL2,CD163,9606.ENSP00000381185,9606.ENSP00000352071,0.41,0.0,0.0,0.0,0.086,0.125,0.0,0.322
PLAT,PTGS2,9606.ENSP00000220809,9606.ENSP00000356438,0.41,0.0,0.0,0.0,0.066,0.0,0.0,0.394
RYR1,SYT1,9606.ENSP00000352608,9606.ENSP00000261205,0.41,0.0,0.0,0.0,0.062,0.0,0.0,0.397
ADRB2,PPARGC1A,9606.ENSP00000305372,9606.ENSP00000264867,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.411
PPARGC1A,PPID,9606.ENSP00000264867,9606.ENSP00000303754,0.41,0.0,0.0,0.0,0.067,0.181,0.0,0.29
CACNA1E,KCNC2,9606.ENSP00000356545,9606.ENSP00000449253,0.41,0.0,0.0,0.0,0.166,0.07,0.0,0.299
ATG7,NFKB1,9606.ENSP00000346437,9606.ENSP00000226574,0.41,0.0,0.0,0.0,0.073,0.051,0.0,0.383
ADRA1A,MAOA,9606.ENSP00000369960,9606.ENSP00000340684,0.41,0.0,0.0,0.0,0.048,0.0,0.0,0.405
CYP2D6,TOP2A,9606.ENSP00000496150,9606.ENSP00000411532,0.41,0.0,0.0,0.0,0.055,0.0,0.0,0.401
DDC,PARK7,9606.ENSP00000403644,9606.ENSP00000340278,0.41,0.041,0.0,0.0,0.057,0.0,0.0,0.4
MAPK8,MDM2,9606.ENSP00000378974,9606.ENSP00000258149,0.41,0.0,0.0,0.0,0.07,0.0,0.0,0.392
GFAP,HPRT1,9606.ENSP00000253408,9606.ENSP00000298556,0.41,0.0,0.0,0.0,0.049,0.0,0.0,0.405
ESR1,SLC2A1,9606.ENSP00000405330,9606.ENSP00000416293,0.41,0.0,0.0,0.0,0.067,0.0,0.0,0.394
ACACB,GLUL,9606.ENSP00000341044,9606.ENSP00000307900,0.41,0.045,0.0,0.0,0.0,0.0,0.19,0.299
CCL3,REN,9606.ENSP00000477908,9606.ENSP00000272190,0.41,0.0,0.0,0.0,0.069,0.0,0.0,0.393
MGAM,REN,9606.ENSP00000447378,9606.ENSP00000272190,0.41,0.0,0.0,0.0,0.049,0.0,0.0,0.405
BECN1,LMNB1,9606.ENSP00000355231,9606.ENSP00000261366,0.41,0.0,0.0,0.0,0.044,0.045,0.0,0.405
C3,MAPT,9606.ENSP00000245907,9606.ENSP00000340820,0.41,0.0,0.0,0.0,0.0,0.292,0.0,0.202
MRC1,VWF,9606.ENSP00000455897,9606.ENSP00000261405,0.41,0.0,0.0,0.0,0.15,0.0,0.0,0.334
CFTR,NR1H4,9606.ENSP00000003084,9606.ENSP00000447149,0.41,0.0,0.0,0.0,0.122,0.0,0.0,0.355
KLK5,S100A7,9606.ENSP00000337733,9606.ENSP00000357711,0.41,0.0,0.0,0.0,0.138,0.0,0.0,0.344
BGLAP,F2,9606.ENSP00000357255,9606.ENSP00000308541,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.41
AIFM1,DHFR,9606.ENSP00000287295,9606.ENSP00000396308,0.41,0.07,0.0,0.0,0.11,0.166,0.179,0.119
GFAP,TRPV1,9606.ENSP00000253408,9606.ENSP00000459962,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.41
ALDH1A1,SRC,9606.ENSP00000297785,9606.ENSP00000362680,0.41,0.0,0.0,0.0,0.062,0.068,0.0,0.379
CA2,GLUL,9606.ENSP00000285379,9606.ENSP00000307900,0.41,0.0,0.0,0.0,0.072,0.0,0.0,0.391
TGFA,TRPV4,9606.ENSP00000404131,9606.ENSP00000406191,0.41,0.0,0.0,0.0,0.044,0.0,0.0,0.408
CYP19A1,SOAT1,9606.ENSP00000379683,9606.ENSP00000356591,0.41,0.0,0.0,0.0,0.0,0.053,0.0,0.402
AHSP,TXN,9606.ENSP00000307199,9606.ENSP00000363641,0.41,0.0,0.0,0.0,0.047,0.0,0.0,0.407
CXCL8,KEAP1,9606.ENSP00000306512,9606.ENSP00000377245,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.411
DUOX2,SOD1,9606.ENSP00000373691,9606.ENSP00000270142,0.41,0.0,0.0,0.0,0.0,0.078,0.0,0.386
CCL2,FASN,9606.ENSP00000225831,9606.ENSP00000304592,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.41
CSK,S100A8,9606.ENSP00000220003,9606.ENSP00000357721,0.41,0.0,0.0,0.0,0.049,0.095,0.0,0.37
GGPS1,SLC6A8,9606.ENSP00000282841,9606.ENSP00000253122,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.411
GSTM1,TNF,9606.ENSP00000311469,9606.ENSP00000398698,0.41,0.0,0.0,0.0,0.057,0.0,0.0,0.4
CCK,KCNJ9,9606.ENSP00000379472,9606.ENSP00000357067,0.41,0.0,0.0,0.0,0.391,0.0,0.0,0.071
HNRNPA1,MAPK14,9606.ENSP00000341826,9606.ENSP00000229795,0.41,0.0,0.0,0.0,0.042,0.089,0.0,0.379
ITPR1,PPP2CA,9606.ENSP00000306253,9606.ENSP00000418447,0.41,0.0,0.0,0.0,0.059,0.0,0.36,0.099
COL1A2,SNAI2,9606.ENSP00000297268,9606.ENSP00000020945,0.41,0.0,0.0,0.0,0.18,0.0,0.0,0.309
CLIP1,RDH5,9606.ENSP00000479322,9606.ENSP00000257895,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.411
LYZ,PLA2G2A,9606.ENSP00000261267,9606.ENSP00000383364,0.41,0.0,0.0,0.0,0.075,0.0,0.0,0.388
ABCB1,PTGS2,9606.ENSP00000478255,9606.ENSP00000356438,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.41
CCR6,HSP90AA1,9606.ENSP00000343952,9606.ENSP00000335153,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.41
HSP90AA1,SLC2A1,9606.ENSP00000335153,9606.ENSP00000416293,0.41,0.0,0.0,0.0,0.065,0.045,0.0,0.391
AKR1C1,CRYZ,9606.ENSP00000370254,9606.ENSP00000399805,0.41,0.045,0.0,0.0,0.148,0.0,0.0,0.333
PKD1,TRPV3,9606.ENSP00000262304,9606.ENSP00000301365,0.41,0.0,0.0,0.0,0.063,0.0,0.0,0.396
ABCA1,FDPS,9606.ENSP00000363868,9606.ENSP00000349078,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.41
ACLY,UCP1,9606.ENSP00000466259,9606.ENSP00000262999,0.41,0.0,0.0,0.0,0.066,0.0,0.0,0.394
NFKB1,PROM1,9606.ENSP00000226574,9606.ENSP00000426809,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.411
CYP1A1,MAPK3,9606.ENSP00000378488,9606.ENSP00000263025,0.41,0.0,0.0,0.0,0.0,0.138,0.0,0.343
ATG12,HSP90AB1,9606.ENSP00000425107,9606.ENSP00000360609,0.41,0.0,0.0,0.0,0.074,0.0,0.0,0.389
LGALS3,SOD1,9606.ENSP00000254301,9606.ENSP00000270142,0.41,0.0,0.0,0.0,0.055,0.194,0.0,0.288
CALM1,RASGRF1,9606.ENSP00000499717,9606.ENSP00000405963,0.41,0.0,0.0,0.0,0.0,0.045,0.4,0.054
ADORA2A,ARG1,9606.ENSP00000480012,9606.ENSP00000349446,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.41
CASP3,TFEB,9606.ENSP00000311032,9606.ENSP00000351742,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.41
ARRB2,MYC,9606.ENSP00000403701,9606.ENSP00000478887,0.41,0.0,0.0,0.0,0.087,0.124,0.0,0.322
CTSK,PPARG,9606.ENSP00000271651,9606.ENSP00000287820,0.41,0.0,0.0,0.0,0.088,0.0,0.0,0.379
GSTZ1,SOD1,9606.ENSP00000451976,9606.ENSP00000270142,0.41,0.0,0.0,0.0,0.06,0.213,0.0,0.266
ACSS2,PECR,9606.ENSP00000253382,9606.ENSP00000265322,0.41,0.042,0.0,0.0,0.082,0.0,0.16,0.295
ELOVL6,FDPS,9606.ENSP00000378105,9606.ENSP00000349078,0.41,0.0,0.0,0.0,0.165,0.0,0.0,0.322
COL1A2,MMP11,9606.ENSP00000297268,9606.ENSP00000215743,0.41,0.0,0.0,0.0,0.152,0.05,0.0,0.327
KRAS,NOX1,9606.ENSP00000256078,9606.ENSP00000362057,0.409,0.0,0.0,0.0,0.055,0.187,0.0,0.292
ADRB2,KRAS,9606.ENSP00000305372,9606.ENSP00000256078,0.409,0.0,0.0,0.0,0.051,0.045,0.0,0.401
ATM,CXCL8,9606.ENSP00000278616,9606.ENSP00000306512,0.409,0.0,0.0,0.0,0.057,0.0,0.0,0.399
CDH5,ZEB1,9606.ENSP00000497290,9606.ENSP00000354487,0.409,0.0,0.0,0.0,0.067,0.0,0.0,0.392
MT-ATP6,TOP2A,9606.ENSP00000354632,9606.ENSP00000411532,0.409,0.117,0.0,0.0,0.042,0.0,0.0,0.357
NEDD4L,SLC11A2,9606.ENSP00000383199,9606.ENSP00000378364,0.409,0.0,0.0,0.0,0.047,0.315,0.0,0.167
BIRC3,CD14,9606.ENSP00000263464,9606.ENSP00000385519,0.409,0.0,0.0,0.0,0.056,0.0,0.4,0.0
GRIN3A,SRR,9606.ENSP00000355155,9606.ENSP00000339435,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
ACTR1A,AR,9606.ENSP00000358921,9606.ENSP00000363822,0.409,0.0,0.0,0.0,0.0,0.047,0.4,0.051
BCL2,GPT2,9606.ENSP00000381185,9606.ENSP00000345282,0.409,0.0,0.0,0.0,0.058,0.0,0.0,0.399
EREG,MAPK3,9606.ENSP00000244869,9606.ENSP00000263025,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
CDK8,SIRT1,9606.ENSP00000370938,9606.ENSP00000212015,0.409,0.0,0.0,0.0,0.267,0.073,0.0,0.199
MYD88,SELP,9606.ENSP00000498321,9606.ENSP00000263686,0.409,0.0,0.0,0.0,0.066,0.091,0.0,0.36
ESR1,UCP1,9606.ENSP00000405330,9606.ENSP00000262999,0.409,0.0,0.0,0.0,0.057,0.051,0.0,0.392
IRAK1,PPT1,9606.ENSP00000358997,9606.ENSP00000493153,0.409,0.0,0.0,0.0,0.1,0.069,0.0,0.352
BAX,NQO1,9606.ENSP00000293288,9606.ENSP00000319788,0.409,0.0,0.0,0.0,0.044,0.0,0.0,0.407
NR1I2,PLEK,9606.ENSP00000336528,9606.ENSP00000234313,0.409,0.0,0.0,0.0,0.062,0.0,0.0,0.396
CYP1A1,INS,9606.ENSP00000378488,9606.ENSP00000380432,0.409,0.0,0.0,0.0,0.067,0.0,0.0,0.393
CDC25A,DHFR,9606.ENSP00000303706,9606.ENSP00000396308,0.409,0.0,0.0,0.0,0.19,0.0,0.0,0.301
DHRS4,GSTK1,9606.ENSP00000326219,9606.ENSP00000431049,0.409,0.0,0.0,0.0,0.161,0.071,0.0,0.302
KLF4,VIM,9606.ENSP00000363804,9606.ENSP00000446007,0.409,0.0,0.0,0.0,0.09,0.052,0.0,0.37
HDAC6,JDP2,9606.ENSP00000365804,9606.ENSP00000267569,0.409,0.0,0.0,0.0,0.0,0.34,0.0,0.141
NOS2,TXN,9606.ENSP00000327251,9606.ENSP00000363641,0.409,0.0,0.0,0.0,0.051,0.0,0.0,0.402
ESR1,HMOX1,9606.ENSP00000405330,9606.ENSP00000216117,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
AKR1C4,CYP11B1,9606.ENSP00000369814,9606.ENSP00000292427,0.409,0.0,0.0,0.0,0.052,0.0,0.0,0.402
EDN1,FURIN,9606.ENSP00000368683,9606.ENSP00000483552,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
BMP2,KLF4,9606.ENSP00000368104,9606.ENSP00000363804,0.409,0.0,0.0,0.0,0.065,0.054,0.0,0.386
ATM,FKBP1A,9606.ENSP00000278616,9606.ENSP00000383003,0.409,0.0,0.0,0.0,0.055,0.0,0.0,0.4
HSPA1B,IRF1,9606.ENSP00000364801,9606.ENSP00000245414,0.409,0.0,0.0,0.0,0.048,0.292,0.0,0.194
TGFB1,XDH,9606.ENSP00000221930,9606.ENSP00000368727,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
GRIK1,KCNC2,9606.ENSP00000327687,9606.ENSP00000449253,0.409,0.0,0.0,0.0,0.212,0.0,0.0,0.28
ACE2,JAK2,9606.ENSP00000389326,9606.ENSP00000371067,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
DKK1,SMAD3,9606.ENSP00000363081,9606.ENSP00000332973,0.409,0.0,0.0,0.0,0.062,0.0,0.0,0.396
AKT1,HNRNPA1,9606.ENSP00000451828,9606.ENSP00000341826,0.409,0.0,0.0,0.0,0.07,0.071,0.0,0.37
BCL2,GRIN3A,9606.ENSP00000381185,9606.ENSP00000355155,0.409,0.0,0.0,0.0,0.058,0.0,0.0,0.399
BECN1,IGF1R,9606.ENSP00000355231,9606.ENSP00000497069,0.409,0.0,0.0,0.0,0.044,0.051,0.0,0.401
DHFR,SOD2,9606.ENSP00000396308,9606.ENSP00000446252,0.409,0.057,0.0,0.0,0.186,0.0,0.0,0.292
AKT2,RHOA,9606.ENSP00000375892,9606.ENSP00000400175,0.409,0.0,0.0,0.0,0.081,0.11,0.0,0.335
FOXO3,YY1,9606.ENSP00000339527,9606.ENSP00000262238,0.409,0.0,0.0,0.0,0.108,0.096,0.0,0.327
CHP1,PARK7,9606.ENSP00000335632,9606.ENSP00000340278,0.409,0.0,0.0,0.0,0.069,0.045,0.0,0.389
ESR2,PGRMC1,9606.ENSP00000343925,9606.ENSP00000217971,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
ABCB1,ACACA,9606.ENSP00000478255,9606.ENSP00000483300,0.409,0.0,0.0,0.0,0.248,0.091,0.0,0.205
CACNA1D,KCNQ2,9606.ENSP00000288139,9606.ENSP00000352035,0.409,0.0,0.0,0.0,0.042,0.07,0.0,0.39
BDNF,GJA1,9606.ENSP00000414303,9606.ENSP00000282561,0.409,0.0,0.0,0.0,0.084,0.0,0.0,0.381
MAPK14,RIPK1,9606.ENSP00000229795,9606.ENSP00000259808,0.409,0.0,0.0,0.12,0.146,0.11,0.0,0.22
ALDOA,HSP90AA1,9606.ENSP00000496166,9606.ENSP00000335153,0.409,0.0,0.0,0.0,0.099,0.132,0.0,0.305
CYP2C19,NR1H4,9606.ENSP00000360372,9606.ENSP00000447149,0.409,0.0,0.0,0.0,0.138,0.056,0.0,0.331
CXCR4,GLI1,9606.ENSP00000386884,9606.ENSP00000228682,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
CASP1,HSP90AA1,9606.ENSP00000433138,9606.ENSP00000335153,0.409,0.0,0.0,0.0,0.042,0.057,0.0,0.399
MAPK14,NOS2,9606.ENSP00000229795,9606.ENSP00000327251,0.409,0.0,0.0,0.0,0.087,0.0,0.0,0.379
GLI1,KDR,9606.ENSP00000228682,9606.ENSP00000263923,0.409,0.0,0.0,0.0,0.0,0.052,0.0,0.402
BCL2,IRF1,9606.ENSP00000381185,9606.ENSP00000245414,0.409,0.0,0.0,0.0,0.044,0.0,0.0,0.408
JUN,SLC2A1,9606.ENSP00000360266,9606.ENSP00000416293,0.409,0.0,0.0,0.0,0.055,0.0,0.0,0.399
FOXM1,ZEB2,9606.ENSP00000342307,9606.ENSP00000487174,0.409,0.0,0.0,0.0,0.055,0.0,0.0,0.401
CASP7,IL18,9606.ENSP00000358327,9606.ENSP00000280357,0.409,0.0,0.0,0.0,0.062,0.0,0.0,0.395
GP1BA,HDAC1,9606.ENSP00000329380,9606.ENSP00000362649,0.409,0.0,0.0,0.0,0.0,0.046,0.4,0.051
AKR1A1,GCLC,9606.ENSP00000361140,9606.ENSP00000497574,0.409,0.0,0.0,0.0,0.053,0.142,0.185,0.212
AR,POU5F1,9606.ENSP00000363822,9606.ENSP00000259915,0.409,0.0,0.0,0.0,0.0,0.053,0.0,0.402
MAPK3,WEE1,9606.ENSP00000263025,9606.ENSP00000402084,0.409,0.0,0.0,0.0,0.045,0.137,0.0,0.341
MECP2,TH,9606.ENSP00000395535,9606.ENSP00000370571,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
DRD1,ESR2,9606.ENSP00000377353,9606.ENSP00000343925,0.409,0.0,0.0,0.0,0.059,0.0,0.0,0.398
DCK,IMPDH1,9606.ENSP00000286648,9606.ENSP00000345096,0.409,0.0,0.0,0.0,0.074,0.0,0.0,0.387
MAOA,TNF,9606.ENSP00000340684,9606.ENSP00000398698,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
HNF1A,NR1H3,9606.ENSP00000438804,9606.ENSP00000477707,0.409,0.0,0.0,0.0,0.191,0.046,0.0,0.295
CREB1,ZEB1,9606.ENSP00000387699,9606.ENSP00000354487,0.409,0.0,0.0,0.0,0.072,0.0,0.0,0.39
ACTA2,SELE,9606.ENSP00000224784,9606.ENSP00000331736,0.409,0.0,0.0,0.0,0.064,0.299,0.0,0.172
IL18,STAT5B,9606.ENSP00000280357,9606.ENSP00000293328,0.409,0.0,0.0,0.0,0.052,0.0,0.0,0.403
APP,BIRC2,9606.ENSP00000284981,9606.ENSP00000477613,0.409,0.0,0.0,0.0,0.048,0.0,0.0,0.405
PLD1,RPS6KA3,9606.ENSP00000342793,9606.ENSP00000368884,0.409,0.0,0.0,0.0,0.049,0.292,0.0,0.193
IL33,SPP1,9606.ENSP00000370842,9606.ENSP00000378517,0.409,0.0,0.0,0.0,0.087,0.0,0.0,0.38
FOS,TACR3,9606.ENSP00000306245,9606.ENSP00000303325,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
FABP2,IL1B,9606.ENSP00000274024,9606.ENSP00000263341,0.409,0.0,0.0,0.0,0.055,0.0,0.0,0.401
EIF4E,MAPT,9606.ENSP00000425561,9606.ENSP00000340820,0.409,0.0,0.0,0.0,0.0,0.292,0.0,0.2
NCF1,PPARG,9606.ENSP00000289473,9606.ENSP00000287820,0.409,0.0,0.0,0.0,0.055,0.0,0.0,0.4
ABL1,AKT1,9606.ENSP00000361423,9606.ENSP00000451828,0.409,0.0,0.0,0.0,0.102,0.0,0.0,0.369
ADORA2B,FSHR,9606.ENSP00000304501,9606.ENSP00000384708,0.409,0.0,0.0,0.0,0.0,0.0,0.4,0.055
CLDN1,GJA1,9606.ENSP00000295522,9606.ENSP00000282561,0.409,0.0,0.0,0.0,0.087,0.0,0.0,0.379
BACE1,GABRB1,9606.ENSP00000318585,9606.ENSP00000295454,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
DLG4,GSK3A,9606.ENSP00000497806,9606.ENSP00000222330,0.409,0.0,0.0,0.0,0.084,0.09,0.0,0.348
FOXM1,GSK3A,9606.ENSP00000342307,9606.ENSP00000222330,0.409,0.0,0.0,0.0,0.0,0.331,0.0,0.153
HVCN1,MT-CYB,9606.ENSP00000349181,9606.ENSP00000354554,0.409,0.0,0.0,0.0,0.086,0.0,0.0,0.38
LRIG1,THRB,9606.ENSP00000273261,9606.ENSP00000379904,0.409,0.0,0.0,0.0,0.0,0.066,0.0,0.393
CDK4,SHH,9606.ENSP00000257904,9606.ENSP00000297261,0.409,0.0,0.0,0.0,0.0,0.067,0.0,0.392
IL17A,IL36B,9606.ENSP00000497968,9606.ENSP00000259213,0.409,0.0,0.0,0.0,0.072,0.0,0.0,0.389
ICAM1,XIAP,9606.ENSP00000264832,9606.ENSP00000360242,0.409,0.0,0.0,0.0,0.044,0.0,0.0,0.407
BAK1,BIRC5,9606.ENSP00000363591,9606.ENSP00000301633,0.409,0.0,0.0,0.0,0.055,0.051,0.0,0.393
AKT2,SNAI2,9606.ENSP00000375892,9606.ENSP00000020945,0.409,0.0,0.0,0.0,0.055,0.0,0.0,0.4
CFLAR,STAT1,9606.ENSP00000312455,9606.ENSP00000354394,0.409,0.0,0.0,0.0,0.137,0.0,0.0,0.342
AKT2,CSK,9606.ENSP00000375892,9606.ENSP00000220003,0.409,0.0,0.0,0.129,0.066,0.238,0.0,0.157
CYP7A1,PPARD,9606.ENSP00000301645,9606.ENSP00000310928,0.409,0.0,0.0,0.0,0.0,0.056,0.0,0.4
AXL,CSF2,9606.ENSP00000301178,9606.ENSP00000296871,0.409,0.0,0.0,0.0,0.042,0.0,0.0,0.409
APOE,CYP2D6,9606.ENSP00000252486,9606.ENSP00000496150,0.409,0.0,0.0,0.0,0.103,0.0,0.0,0.369
APOE,FABP1,9606.ENSP00000252486,9606.ENSP00000295834,0.409,0.0,0.0,0.0,0.22,0.0,0.0,0.273
APOE,CYP2C9,9606.ENSP00000252486,9606.ENSP00000260682,0.409,0.0,0.0,0.0,0.06,0.0,0.0,0.398
GSK3A,RASA1,9606.ENSP00000222330,9606.ENSP00000274376,0.409,0.0,0.0,0.0,0.049,0.045,0.0,0.402
EGR1,SOX2,9606.ENSP00000239938,9606.ENSP00000323588,0.409,0.0,0.0,0.0,0.0,0.095,0.0,0.374
ADRB1,HTR3A,9606.ENSP00000358301,9606.ENSP00000347754,0.409,0.0,0.0,0.0,0.055,0.0,0.0,0.4
PTGS1,TYMS,9606.ENSP00000354612,9606.ENSP00000315644,0.409,0.0,0.0,0.0,0.052,0.0,0.0,0.402
DHODH,OAT,9606.ENSP00000219240,9606.ENSP00000357838,0.409,0.106,0.0,0.0,0.067,0.0,0.0,0.348
CD40,PSMD11,9606.ENSP00000361359,9606.ENSP00000261712,0.409,0.0,0.0,0.0,0.056,0.0,0.4,0.0
CYP2A6,NR3C1,9606.ENSP00000301141,9606.ENSP00000231509,0.409,0.0,0.0,0.0,0.0,0.303,0.0,0.187
FGF2,ITGA5,9606.ENSP00000264498,9606.ENSP00000293379,0.409,0.0,0.0,0.0,0.091,0.0,0.0,0.377
MAOB,NR3C1,9606.ENSP00000367309,9606.ENSP00000231509,0.409,0.0,0.0,0.0,0.0,0.054,0.0,0.4
MAP2K1,TGFA,9606.ENSP00000302486,9606.ENSP00000404131,0.409,0.0,0.0,0.0,0.056,0.0,0.0,0.4
CDKN1B,GJA1,9606.ENSP00000228872,9606.ENSP00000282561,0.409,0.0,0.0,0.0,0.058,0.0,0.0,0.398
CDKN1B,YWHAE,9606.ENSP00000228872,9606.ENSP00000264335,0.409,0.0,0.0,0.0,0.057,0.294,0.0,0.183
CDKN1B,CELF1,9606.ENSP00000228872,9606.ENSP00000436864,0.409,0.0,0.0,0.0,0.043,0.292,0.0,0.197
PDE1B,RAPGEF4,9606.ENSP00000243052,9606.ENSP00000380271,0.409,0.0,0.0,0.0,0.064,0.0,0.0,0.395
CD163,EGFR,9606.ENSP00000352071,9606.ENSP00000275493,0.409,0.0,0.0,0.0,0.0,0.067,0.0,0.393
BECN1,CAMK2G,9606.ENSP00000355231,9606.ENSP00000319060,0.409,0.0,0.0,0.0,0.062,0.292,0.0,0.181
CCN2,SHH,9606.ENSP00000356954,9606.ENSP00000297261,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
COL1A2,HDAC1,9606.ENSP00000297268,9606.ENSP00000362649,0.409,0.0,0.0,0.0,0.0,0.314,0.0,0.173
COL1A1,KLF4,9606.ENSP00000225964,9606.ENSP00000363804,0.409,0.0,0.0,0.0,0.044,0.053,0.0,0.4
CD163,TNFRSF1A,9606.ENSP00000352071,9606.ENSP00000162749,0.409,0.0,0.0,0.0,0.083,0.0,0.0,0.381
IKBKB,PPARA,9606.ENSP00000430684,9606.ENSP00000385523,0.409,0.0,0.0,0.0,0.067,0.071,0.0,0.372
HBA2,ORM2,9606.ENSP00000251595,9606.ENSP00000394936,0.409,0.0,0.0,0.0,0.072,0.0,0.0,0.39
CYP2C9,CYP7A1,9606.ENSP00000260682,9606.ENSP00000301645,0.409,0.0,0.0,0.219,0.077,0.0,0.0,0.245
CD40LG,IL1RN,9606.ENSP00000359663,9606.ENSP00000259206,0.409,0.0,0.0,0.0,0.061,0.0,0.0,0.397
GABRR1,PDE10A,9606.ENSP00000412673,9606.ENSP00000355847,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
NOD2,PTGS2,9606.ENSP00000300589,9606.ENSP00000356438,0.409,0.0,0.0,0.0,0.13,0.0,0.0,0.349
CFLAR,EIF2AK2,9606.ENSP00000312455,9606.ENSP00000233057,0.409,0.0,0.0,0.0,0.176,0.0,0.0,0.313
BDNF,MMP3,9606.ENSP00000414303,9606.ENSP00000299855,0.409,0.0,0.0,0.0,0.043,0.0,0.0,0.408
CLDN5,MMP3,9606.ENSP00000385477,9606.ENSP00000299855,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
ESR1,MMP3,9606.ENSP00000405330,9606.ENSP00000299855,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
MMP3,STAT1,9606.ENSP00000299855,9606.ENSP00000354394,0.409,0.0,0.0,0.0,0.098,0.0,0.0,0.372
ATP1A3,SLC1A3,9606.ENSP00000444688,9606.ENSP00000265113,0.409,0.0,0.0,0.0,0.101,0.067,0.0,0.352
GSS,PAPSS2,9606.ENSP00000495750,9606.ENSP00000406157,0.409,0.0,0.0,0.0,0.042,0.0,0.0,0.408
KLF4,METTL3,9606.ENSP00000363804,9606.ENSP00000298717,0.409,0.0,0.0,0.0,0.0,0.064,0.0,0.395
DAO,NRXN1,9606.ENSP00000228476,9606.ENSP00000385142,0.409,0.0,0.0,0.0,0.12,0.0,0.0,0.357
IL10,NR1H4,9606.ENSP00000412237,9606.ENSP00000447149,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
F2,PROS1,9606.ENSP00000308541,9606.ENSP00000377783,0.409,0.0,0.0,0.0,0.044,0.0,0.0,0.408
F3,OLR1,9606.ENSP00000334145,9606.ENSP00000309124,0.409,0.0,0.0,0.0,0.063,0.0,0.0,0.395
FOXP3,THBD,9606.ENSP00000365380,9606.ENSP00000366307,0.409,0.0,0.0,0.0,0.0,0.043,0.0,0.408
NPR1,PRKACA,9606.ENSP00000357669,9606.ENSP00000309591,0.409,0.0,0.0,0.0,0.063,0.096,0.0,0.358
CREB1,GAD1,9606.ENSP00000387699,9606.ENSP00000350928,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.409
ACTR1A,NR3C2,9606.ENSP00000358921,9606.ENSP00000350815,0.409,0.0,0.0,0.0,0.0,0.047,0.4,0.051
